program,site_id,role,gate_index,qubits,depth,paired_with,variants,signatures,ancillas,sources,equivalence
qmpa_add32,g00071,and,71,22 55 23,49,g00121,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_add32,g00074,and,74,23 56 24,51,g00118,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_add32,g00077,and,77,24 57 25,53,g00115,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_add32,g00080,and,80,25 58 26,55,g00112,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_add32,g00083,and,83,26 59 27,57,g00109,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_add32,g00086,and,86,27 60 28,59,g00106,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_add32,g00089,and,89,28 61 29,61,g00103,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_add32,g00092,and,92,29 62 30,63,g00100,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_add32,g00095,and,95,30 63 31,65,g00097,ccz t4,ccz:CCZ=1 t4:T=4,1 1,"Toffoli is a CCZ up to Cliffords; one CCZ state (Gidney & Fowler 2019) | Gidney 2018 temporary AND: 4 T to compute, 0 to uncompute","Toffoli = CCZ up to Clifford conjugation; 7-T forms are exact Clifford+T decompositions; 4-T form is exact given one clean ancilla and feed-forward; compute half of a temporary AND, uncompute is free"
qmpa_add32,g00097,and_uncompute,97,30 63 31,67,g00095,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00100,and_uncompute,100,29 62 30,70,g00092,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00103,and_uncompute,103,28 61 29,73,g00089,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00106,and_uncompute,106,27 60 28,76,g00086,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00109,and_uncompute,109,26 59 27,79,g00083,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00112,and_uncompute,112,25 58 26,82,g00080,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00115,and_uncompute,115,24 57 25,85,g00077,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00118,and_uncompute,118,23 56 24,88,g00074,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00121,and_uncompute,121,22 55 23,91,g00071,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00124,and_uncompute,124,21 54 22,94,g00068,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00127,and_uncompute,127,20 53 21,97,g00065,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00130,and_uncompute,130,19 52 20,100,g00062,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00133,and_uncompute,133,18 51 19,103,g00059,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00136,and_uncompute,136,17 50 18,106,g00056,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00139,and_uncompute,139,16 49 17,109,g00053,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00142,and_uncompute,142,15 48 16,112,g00050,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00145,and_uncompute,145,14 47 15,115,g00047,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00148,and_uncompute,148,13 46 14,118,g00044,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00151,and_uncompute,151,12 45 13,121,g00041,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00154,and_uncompute,154,11 44 12,124,g00038,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00157,and_uncompute,157,10 43 11,127,g00035,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00160,and_uncompute,160,9 42 10,130,g00032,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00163,and_uncompute,163,8 41 9,133,g00029,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00166,and_uncompute,166,7 40 8,136,g00026,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00169,and_uncompute,169,6 39 7,139,g00023,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00172,and_uncompute,172,5 38 6,142,g00020,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00175,and_uncompute,175,4 37 5,145,g00017,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00178,and_uncompute,178,3 36 4,148,g00014,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00181,and_uncompute,181,2 35 3,151,g00011,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
qmpa_add32,g00184,and_uncompute,184,1 34 2,154,g00008,uncompute_and_meas,uncompute_and_meas:clifford,0,"Gidney 2018: measurement-based uncomputation of a temporary AND, no magic states; legal because the paired compute writes a fresh ancilla and no control is written in between",Erasing the ancilla that holds the AND reproduces the second Toffoli exactly because both controls are unchanged since the compute
